C1,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,default_payment_next_month.0,default_payment_next_month.1
178,178,50000,1,2,2,30,1,2,0,0,0,2,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,0,0.99944854,0.0005514835
179,179,20000,2,2,2,22,0,0,0,0,0,0,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,0,0.9994858,0.00051422085
180,180,80000,2,2,1,29,0,0,2,0,0,0,77883,81811,80250,61467,10662,11486,5800,1000,600,400,1000,0,0,0.9992703,0.00072969
181,181,240000,1,1,2,37,-1,-1,2,0,0,-1,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,0,0.9994913,0.0005087112
182,182,80000,2,3,2,35,0,-1,0,0,0,0,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000,0,0.9995777,0.0004223013
183,183,500000,2,1,1,47,0,0,0,0,0,0,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,0,0.999614,0.00038601394
184,184,60000,2,2,1,24,0,0,0,0,0,0,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,0,0.9995898,0.00041020341
185,185,20000,1,2,2,25,0,0,0,0,0,-1,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,0,0.9982352,0.0017647528
186,186,100000,2,2,1,38,1,2,0,0,2,0,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,0,0.99905574,0.0009442506
187,187,360000,2,1,2,32,1,-1,-1,-1,-1,-1,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,0,0.9995053,0.00049470225
188,188,200000,2,3,2,47,2,2,2,2,2,2,199436,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,0,0.9995896,0.00041039954
189,189,130000,2,2,1,34,1,-1,0,0,0,0,0,5396,10270,13576,13864,14636,5396,5000,3500,501,1000,2000,0,0.99953335,0.00046665056
190,190,20000,2,2,2,31,1,5,4,4,3,2,21703,21087,21461,20835,20219,20487,0,1000,0,0,760,0,0,0.9988337,0.0011662779
191,191,310000,1,1,2,32,0,0,0,0,0,0,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,0,0.9995696,0.00043040627
192,192,60000,2,1,2,27,2,0,0,0,2,0,19625,20347,21669,23005,22499,22873,1342,1664,2000,0,900,846,0,0.9992021,0.0007979407
193,193,180000,2,1,2,29,-1,-1,-1,-2,-1,0,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,0,0.9996004,0.00039958852
194,194,180000,2,1,2,24,-1,-1,2,0,0,-2,14670,22087,21282,10200,0,0,37867,0,200,0,0,0,0,0.99927896,0.0007210417
195,195,50000,1,2,1,36,0,0,0,0,-1,-1,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,0,0.9993265,0.0006734546
196,196,50000,2,1,2,24,1,2,2,2,2,2,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,0,0.99952,0.0004799778
197,197,150000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,116,0,1500,0,0,116,0,1500,0,0,0.99960697,0.00039301507
198,198,20000,2,1,2,22,0,0,0,0,-1,0,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,0,0.99947715,0.00052283745
199,199,500000,2,1,1,34,-2,-2,-2,-1,-1,-1,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,0,0.9995691,0.00043088413
200,200,30000,2,3,2,22,1,2,2,0,0,0,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,0,0.9989909,0.0010091306
201,201,180000,2,1,1,38,-2,-2,-2,-2,-2,-2,750,0,0,0,0,0,0,0,0,0,0,0,0,0.99957156,0.0004284324
202,202,140000,1,1,2,31,0,0,2,0,0,2,27123,27299,17985,20225,27407,10833,25000,0,3000,7800,0,2500,0,0.9995709,0.00042909902
203,203,140000,2,1,2,26,-1,0,-1,-1,-1,-1,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,0,0.9992881,0.0007119203
204,204,120000,1,2,2,26,0,0,0,0,0,0,107314,110578,113736,116000,119131,122135,5000,5000,4152,5000,5000,5000,0,0.99950516,0.0004948638
205,205,360000,2,2,1,48,0,0,0,0,0,0,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,0,0.99929774,0.00070228113
206,206,20000,1,3,1,43,-1,-1,0,0,0,0,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,0,0.99925554,0.000744452
207,207,100000,1,1,1,47,-1,-1,-1,-1,-1,-1,390,1473,390,390,390,0,1473,390,390,390,0,2380,0,0.9991624,0.0008376505
208,208,210000,2,2,1,41,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,0,0.99957186,0.00042815742
209,209,80000,2,2,2,24,0,0,0,0,0,0,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,0,0.9992615,0.000738501
210,210,330000,2,1,1,50,-1,-1,-1,-1,-2,-2,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,0,0.9994854,0.0005146185
211,211,220000,1,1,2,24,0,0,0,-1,-1,-1,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,0,0.99941146,0.00058853783
212,212,210000,2,1,1,38,1,-2,-1,0,-1,-1,0,0,250,123,789,1222,0,250,0,789,1222,9616,0,0.9992836,0.00071641325
213,213,40000,2,3,1,43,0,0,0,0,0,0,38257,38901,38103,36207,33138,31339,1700,1504,1200,1500,1500,1000,0,0.9995077,0.0004922767
214,214,30000,1,2,2,39,0,0,0,2,0,0,28347,28108,18388,12992,7736,8032,3036,2309,0,1000,2000,148,0,0.99921054,0.0007894408
215,215,470000,1,2,2,27,2,2,2,2,0,0,296573,303320,307843,479978,305145,309959,13000,11001,0,10484,10838,10367,0,0.9992868,0.0007132078
216,216,30000,1,3,1,42,-1,-1,-1,-1,-1,2,390,390,390,240,1320,780,390,390,240,1470,0,0,0,0.99925727,0.0007427382
217,217,240000,2,2,1,36,1,-2,-2,-2,-2,-2,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,0,0.99957156,0.00042842727
218,218,80000,1,2,2,36,2,0,0,0,0,0,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,0,0.99946827,0.000531721
219,219,110000,2,3,0,31,0,0,0,0,0,0,89989,84229,79288,73315,63818,63208,4000,5000,3000,3000,3000,8954,0,0.99949765,0.00050236785
220,220,310000,2,1,2,38,-1,-1,-1,-1,-2,-2,1424,4542,126,0,0,0,4542,126,0,0,0,0,0,0.99955577,0.0004442046
221,221,360000,2,1,1,40,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,0,0.9995739,0.0004261187
222,222,330000,2,3,2,45,0,0,0,0,0,0,335196,334954,335527,333860,335760,330121,12388,12378,12116,12450,12213,11678,0,0.9995738,0.00042618837
223,223,300000,2,2,2,35,0,0,0,0,0,0,291619,297268,205629,215827,208464,212508,12019,9006,17000,12000,9557,15000,0,0.9996132,0.00038676997
224,224,320000,2,2,2,33,0,0,0,0,0,0,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,0,0.9992963,0.0007037068
225,225,50000,2,3,2,37,1,3,2,0,0,0,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,0,0.9995453,0.00045469566
226,226,170000,2,1,2,28,0,0,0,0,0,0,130370,131199,128900,125514,127280,128839,6530,4860,22500,4820,4877,4962,0,0.9995735,0.00042646148
227,227,350000,1,3,1,44,-1,-1,-1,-1,-1,-2,3265,2686,1864,569,0,0,2686,1864,569,0,0,0,0,0.9995688,0.0004311666
228,228,20000,1,2,1,37,0,0,0,0,0,0,16455,16511,18902,18768,18650,19175,1609,3000,663,676,834,782,0,0.999293,0.00070698274
229,229,50000,1,2,2,23,2,0,0,0,0,0,49758,48456,44116,21247,20066,18858,2401,2254,2004,704,707,1004,0,0.9991949,0.00080506917
230,230,20000,2,3,2,24,1,2,0,0,0,0,19154,18165,17233,7630,1730,0,0,1333,500,100,0,3200,0,0.99945974,0.00054027134
231,231,50000,2,1,2,24,0,0,0,0,0,0,35084,35796,30937,19420,10385,1308,2090,2002,1002,238,1011,389,0,0.99938786,0.00061212125
232,232,20000,1,2,2,23,1,2,0,0,2,0,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,0,0.99927765,0.00072232366
233,233,50000,1,2,1,26,0,0,-2,-1,-1,0,102800,0,0,2624,45567,46557,0,0,2624,45567,1747,2000,0,0.99955803,0.0004419951
234,234,190000,1,2,2,34,2,0,0,0,2,2,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769,0,0.9991982,0.0008018005
235,235,60000,2,2,1,33,0,0,0,0,0,0,58203,36367,20934,20694,20175,19421,1506,1298,1000,721,811,599,0,0.9991608,0.00083915476
236,236,80000,1,1,2,35,-1,-1,-1,-1,-1,-1,7988,3977,6848,1719,1378,19942,3983,6853,1719,1378,19942,2418,0,0.99954206,0.00045796158
237,237,150000,2,2,2,27,0,0,0,0,0,0,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,0,0.99929106,0.0007089127
238,238,210000,2,1,2,31,-2,-2,-2,-2,-1,-1,1440,0,7422,893,6082,2293,0,7422,893,6082,2293,3299,0,0.9995664,0.00043364474
239,239,240000,2,3,1,50,0,0,0,0,0,0,234205,231669,214642,207642,210375,214694,10116,9150,8008,8000,8009,7714,0,0.9992978,0.00070220884
240,240,140000,2,2,3,41,0,0,0,0,0,0,19346,21708,22940,19068,16409,16383,3000,2000,2198,1000,3000,2399,0,0.9994983,0.00050170795
241,241,60000,2,1,2,28,1,2,2,-2,-2,-1,21501,20650,0,0,0,2285,0,0,0,0,2285,0,0,0.9995506,0.00044940368
242,242,50000,1,1,2,39,0,0,0,0,0,0,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,0,0.9992564,0.00074360013
243,243,50000,2,2,2,27,0,0,0,0,0,0,26655,27724,28676,27990,28790,29399,1800,1750,900,1200,1200,1100,0,0.9995772,0.0004227508
244,244,180000,2,1,2,32,-1,-1,2,2,-1,-1,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176,0,0.9994329,0.00056707783
245,245,30000,2,1,2,40,-1,-1,2,2,2,2,142,215,139,19,19,79,355,120,0,0,60,60,0,0.9995047,0.0004953383
246,246,20000,2,2,2,40,0,0,0,0,0,-2,19816,20396,20102,19575,0,0,1601,2203,2114,0,0,0,0,0.99908304,0.00091696787
247,247,250000,2,2,1,75,0,-1,-1,-1,-1,-1,52874,1631,1536,1010,5572,794,1631,1536,1010,5572,794,1184,0,0.9991545,0.0008454887
248,248,100000,2,2,2,27,0,0,0,0,0,0,37767,34457,30036,30337,30997,32904,1788,1799,1100,1150,2423,0,0,0.99947596,0.0005240671
249,249,330000,1,1,2,25,0,0,0,0,2,0,46140,45781,48139,51137,39450,25358,2504,4007,5056,74,1023,2566,0,0.99939567,0.0006043381
250,250,50000,1,3,1,46,0,0,0,0,0,0,35713,15392,16099,16418,16765,17484,1561,1268,587,611,1000,2000,0,0.99938613,0.0006138591
251,251,50000,2,2,2,26,1,2,2,0,0,0,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,0,0.9995307,0.0004693117
252,252,30000,1,2,2,28,0,0,0,0,0,0,29242,29507,29155,25255,22001,0,5006,1244,851,955,0,0,0,0.99948585,0.0005141694
253,253,140000,2,2,2,26,0,0,0,0,0,0,101551,105246,104781,105334,107699,106828,5366,5087,3605,3894,3785,3304,0,0.9996034,0.0003966338
254,254,160000,2,1,2,28,0,0,0,0,-1,0,70243,47779,28052,7222,99669,84426,7042,2000,1000,99669,12600,10000,0,0.9995642,0.0004358283
255,255,400000,2,2,2,29,-1,0,-1,-1,-1,-1,19532,3719,1453,4944,1896,2486,3127,1469,4968,1905,2494,862,0,0.9992806,0.00071941945
256,256,50000,1,2,1,25,0,0,0,0,0,0,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,0,0.9991116,0.0008884061
257,257,140000,2,2,1,48,0,-1,-1,-1,-1,-1,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,0,0.99955904,0.00044097073
258,258,160000,2,2,1,33,-1,-1,-1,-1,0,-1,8015,2453,9624,52572,7333,2210,2453,9880,52572,1546,2210,0,0,0.9992279,0.0007721007
259,259,100000,2,3,1,43,0,0,-2,-2,-2,-2,62170,0,0,0,0,0,0,0,0,0,0,0,0,0.99929154,0.0007084669
260,260,220000,1,1,1,48,2,0,0,0,0,0,210380,213522,201852,169115,172169,162402,10000,9020,6000,5500,6000,5500,0,0.999503,0.0004969906
261,261,510000,2,1,2,29,0,0,0,0,0,0,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,0,0.99954927,0.00045071926
262,262,50000,1,2,2,29,0,0,0,0,0,0,49276,35100,32563,27823,29130,28309,1602,1400,3000,3130,1062,6318,0,0.9994442,0.0005558279
263,263,160000,2,1,1,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,0,0.99945927,0.0005407623
264,264,230000,2,1,2,37,-2,-2,-2,-2,-2,-2,2283,50815,0,0,299,338,51315,0,0,299,338,0,0,0.9992973,0.0007026972
265,265,80000,2,1,2,37,-1,-1,-1,-1,-1,-1,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,0,0.9989908,0.0010091999
266,266,150000,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,0,0.99957293,0.00042706783
267,267,10000,1,3,2,23,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,0,0.99914044,0.00085953553
268,268,130000,2,3,2,49,0,0,0,0,0,0,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,0,0.9992279,0.0007721025
269,269,40000,2,1,2,48,0,0,0,0,0,0,34871,34449,33634,34586,34762,35673,1600,1600,1500,1500,1500,1500,0,0.9993802,0.0006198428
270,270,50000,1,2,2,27,3,2,2,0,0,-1,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,0,0.99940485,0.00059515797
271,271,100000,1,3,2,32,0,0,0,0,0,0,70003,31545,20974,19713,19848,18126,2035,2004,616,2007,1009,2015,0,0.99940383,0.0005961879
272,272,120000,1,1,1,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0,0.99947685,0.00052312657
273,273,260000,2,1,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992947,0.00070529804
274,274,200000,2,2,2,33,0,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,0,0.9995516,0.000448394
275,275,360000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996062,0.0003938053
276,276,70000,2,2,2,36,0,0,0,0,0,0,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,0,0.99928695,0.00071305764
277,277,460000,1,1,1,40,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,0,0.9994754,0.0005245846
278,278,50000,2,1,2,26,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,0,0.99929196,0.0007080188
279,279,50000,1,3,1,33,0,0,0,0,0,0,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,0,0.999241,0.0007590178
280,280,250000,2,2,1,31,0,0,0,0,0,0,103109,102594,97109,99029,100871,101299,4000,4500,5000,4000,5000,4400,0,0.9995693,0.00043069565
281,281,30000,2,1,2,27,0,0,-1,0,0,-2,1512,2458,664,1814,0,0,1000,664,1500,0,0,0,0,0.9995363,0.00046373403
282,282,270000,1,2,1,44,0,0,0,0,-1,-1,127543,109189,92630,69669,44149,43414,10063,5162,10150,44299,43509,31031,0,0.99929786,0.00070212386
283,283,180000,2,3,2,30,0,0,0,0,0,0,163935,153152,147032,122196,103692,70204,7722,6091,3563,3605,3000,3211,0,0.99958456,0.00041545814
284,284,100000,2,1,2,28,0,0,0,0,0,0,53494,52656,52600,52336,55831,56265,4173,3000,2025,5000,3000,3000,0,0.9994955,0.0005044773
285,285,230000,2,3,1,32,0,0,0,0,0,0,195126,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,0,0.9995482,0.0004518177
286,286,210000,2,1,1,46,-1,-1,-1,-1,-1,-1,110346,41986,21874,20076,16171,586,41986,21874,20076,16171,586,19777,0,0.9996054,0.0003945903
287,287,210000,1,1,2,38,2,0,0,0,0,0,60502,62804,62769,62683,63663,46549,3276,2026,2000,2000,2000,2502,0,0.99910283,0.0008971731
288,288,440000,2,2,1,46,0,0,0,0,0,0,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,0,0.99950516,0.00049482466
289,289,100000,2,2,2,25,2,0,0,0,0,0,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,0,0.9994886,0.00051137904
290,290,240000,2,2,1,46,0,0,0,0,0,0,8751,9900,10605,10765,11765,4311,1295,1000,1000,1000,1000,1000,0,0.99926,0.00073997193
291,291,280000,1,1,2,33,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339603,898,325,898,325,0,345293,0,0.99956053,0.00043947244
292,292,50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99956846,0.00043152514
293,293,30000,1,2,1,43,3,2,2,2,2,2,1700,2610,1914,2182,2000,2566,1100,0,300,0,600,0,0,0.9991293,0.0008706888
294,294,10000,1,2,2,27,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,0,0.9992762,0.000723799
295,295,130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,0,0.9992939,0.00070607883
296,296,200000,1,1,2,31,0,0,0,0,0,0,194353,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,0,0.9995051,0.0004949152
297,297,120000,2,2,1,29,-1,-1,-1,-1,-1,-1,1686,657,2179,1423,0,1820,657,2319,1423,0,1820,2496,0,0.9992879,0.0007121208
298,298,210000,2,2,1,36,0,0,0,0,0,0,143225,142996,144415,148190,147993,131629,6483,5082,6000,5900,4544,4700,0,0.9995052,0.00049479207
299,299,280000,2,1,1,36,0,0,0,0,0,0,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,0,0.99959266,0.0004073329
300,300,300000,1,1,2,34,1,-2,-1,0,-1,-1,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,0,0.99957126,0.00042873187
301,301,100000,1,2,2,37,0,0,0,0,0,0,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,0,0.99948144,0.0005185639
302,302,440000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,162000,0,0,0.9992955,0.00070453755
303,303,50000,2,3,1,40,0,0,0,0,0,0,49941,51213,12104,12898,13687,14458,2400,1206,1000,1000,1000,1000,0,0.9995604,0.00043960422
304,304,20000,2,1,2,25,0,0,2,0,0,0,11968,14564,27820,15824,15761,12510,2800,0,4000,1700,1000,2000,0,0.99924,0.00075999676
305,305,200000,2,1,2,27,-1,-1,-1,0,0,0,871,665,960,4242,4084,7414,665,960,3908,1014,3500,2880,0,0.9993757,0.0006243022
306,306,110000,2,2,2,26,-2,-2,-2,-2,-2,-2,432,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,0,0.99928266,0.0007173178
307,307,500000,2,2,1,36,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,0,0.9995034,0.0004966337
308,308,300000,2,2,1,27,1,-1,-1,-2,-2,-2,0,5215,0,0,0,0,5215,0,0,0,0,0,0,0.99950343,0.00049657526
309,309,30000,1,3,1,55,2,2,2,3,3,4,9720,10613,11339,12841,13836,14514,1200,1200,2000,1500,1500,1500,0,0.999253,0.0007469972
310,310,60000,2,1,2,27,-1,-1,-1,-1,-1,-1,20847,13801,14366,4889,273,11736,13809,14583,4889,273,13557,0,0,0.9994976,0.000502432
311,311,400000,2,2,1,38,-1,0,-1,-1,0,-1,3697,3600,1354,5322,5103,2077,1000,1354,5322,6,2386,9085,0,0.99927413,0.00072583836
312,312,180000,2,2,1,34,0,0,0,0,0,0,143301,146333,147042,127814,130331,132845,7000,5000,5000,4900,5000,5100,0,0.99958783,0.00041215346
313,313,20000,1,1,2,40,0,0,0,2,0,0,10934,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,0,0.9994675,0.0005324995
314,314,200000,2,3,1,49,-1,2,2,2,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,0,0.9992572,0.000742774
315,315,100000,1,1,2,27,0,0,0,0,0,0,55734,52557,33415,28776,17580,6441,1631,1286,200,645,909,200,0,0.99902487,0.0009751465
316,316,60000,1,2,2,23,0,0,0,0,0,0,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,0,0.9992402,0.00075976003
317,317,110000,2,2,2,36,0,0,0,0,0,0,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,0,0.99947727,0.00052272004
318,318,260000,2,3,1,53,1,-1,-1,-2,-2,-1,0,165,526,452,397,485,165,526,452,397,485,459,0,0.9996045,0.00039548488
319,319,50000,2,3,1,46,3,2,2,0,0,0,48522,50955,29516,29742,29898,24883,3754,1,1070,1030,863,654,0,0.9993256,0.0006744222
320,320,180000,1,2,2,29,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.99956256,0.0004374647
321,321,110000,1,2,2,29,1,2,2,0,0,0,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,0,0.9994376,0.00056244794
322,322,340000,2,1,2,27,0,0,0,0,0,0,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,0,0.99929666,0.0007033377
323,323,50000,1,2,2,24,-1,0,0,0,0,0,1399,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,0,0.9995572,0.00044279802
324,324,230000,2,2,1,28,0,0,0,-2,-1,-1,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,0,0.9991969,0.0008031134
325,325,360000,2,2,2,32,0,0,0,0,0,0,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,0,0.9995737,0.0004262881
326,326,210000,1,2,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0,0.9995495,0.00045047572
327,327,220000,2,2,1,41,-1,2,2,-1,2,-1,650,650,325,950,475,325,325,0,950,0,325,325,0,0.99960405,0.00039596722
328,328,60000,2,2,1,34,2,2,2,2,2,0,24898,27976,27233,30184,29566,30225,3800,0,3720,0,1300,1291,0,0.9995353,0.00046465464
329,329,340000,1,2,1,55,-2,-1,-1,-2,-2,-2,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,0,0.9995423,0.00045768334
330,330,150000,1,1,1,40,2,2,2,2,2,2,99855,102586,100064,104975,107147,109428,5200,0,8100,4000,4200,4200,0,0.99929494,0.00070506113
331,331,200000,2,2,1,37,1,-1,2,-1,-1,-1,-179,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,0,0.99960464,0.00039536087
332,332,130000,2,2,2,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,0,0.99926585,0.0007341617
333,333,60000,2,1,2,28,1,2,0,0,0,0,10540,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,0,0.99948657,0.00051345973
334,334,400000,2,2,1,43,1,-2,-2,-2,-1,-1,0,0,0,0,1600,78388,0,0,0,1600,78388,0,0,0.9995728,0.00042721012
335,335,20000,1,1,2,27,0,0,0,0,0,0,20571,19089,19658,19453,19108,18868,1323,1600,830,700,674,376,0,0.99893755,0.0010624592
336,336,190000,2,1,2,28,0,0,0,0,0,0,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,0,0.9995735,0.0004264562
337,337,260000,2,1,2,30,0,0,0,0,0,0,156882,160246,159988,158114,158762,159108,10000,8000,6000,7000,7000,6000,0,0.9995735,0.00042646346
338,338,140000,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0,0,0.9992913,0.00070868235
339,339,50000,2,2,1,31,0,0,0,0,0,0,46512,47716,49675,30929,30078,29170,1974,4406,1061,1073,1046,1047,0,0.99944776,0.0005522165
340,340,120000,2,1,2,34,-1,-1,0,-1,-1,-1,882,6531,6313,1100,1330,830,6900,5037,1100,1330,3800,2037,0,0.99954086,0.00045914418
341,341,240000,2,2,2,30,-2,-2,-2,-2,-2,-2,92,92,92,0,92,0,92,92,0,92,0,1883,0,0.9992933,0.00070670084
342,342,50000,1,2,2,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0,0.9993233,0.00067670364
343,343,200000,2,1,2,29,-1,2,-1,-1,-1,2,2393,183,4847,20183,24815,24248,0,4872,20183,5000,0,1000,0,0.9994202,0.00057976757
344,344,180000,1,1,1,39,0,0,-1,0,0,-1,274731,281713,242063,122295,-1005,1005,11000,145000,26000,0,101005,1898,0,0.999465,0.0005350133
345,345,180000,2,1,2,26,0,0,0,0,0,0,145403,138232,130553,105894,108248,106517,5440,5051,3835,4106,4250,4028,0,0.9995053,0.00049473456
346,346,160000,2,1,2,29,-1,-1,-2,-1,0,0,3097,-707,-2697,2303,6182,1654,0,0,5000,5000,1500,13000,0,0.9995716,0.00042839095
347,347,100000,2,2,2,26,-1,-1,-1,0,0,0,1370,4192,4159,3542,1980,3980,4210,4159,1000,1080,2000,1525,0,0.99949706,0.000502921
348,348,50000,2,2,2,29,0,0,0,0,0,0,47081,49316,50409,45545,39963,41145,3000,2000,2000,2000,2000,2000,0,0.99946696,0.00053306826
349,349,140000,2,2,2,31,0,0,0,0,0,0,138119,137950,140254,139679,141748,142174,6600,6500,5100,5300,6000,5000,0,0.999533,0.00046702544
350,350,30000,2,2,2,26,0,0,0,0,0,0,17893,19012,20123,20222,20796,19844,1411,1522,621,795,715,1000,0,0.99901444,0.0009855345
351,351,90000,1,1,2,26,0,0,-1,0,0,-1,39128,20473,1940,1940,0,23101,1541,4200,0,0,23101,3000,0,0.99950814,0.0004918707
352,352,200000,1,1,1,36,1,-2,-1,-1,-2,-1,-14386,-13543,3432,-3684,0,1386,10118,47015,0,4000,100000,10000,0,0.9993451,0.00065486476
353,353,380000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995714,0.00042861907
354,354,80000,2,2,2,43,0,0,0,0,0,0,77057,78102,58501,51042,19036,19414,3177,2600,3000,1691,695,882,0,0.99927986,0.0007201226
355,355,50000,1,3,1,58,2,2,2,0,0,2,15899,18720,18122,18530,19089,18856,3400,0,1000,1001,634,638,0,0.9992911,0.0007088488
356,356,180000,1,2,1,45,-1,0,0,0,0,0,27679,28422,29650,29981,30419,31127,1481,2000,1100,1200,1500,1500,0,0.99951184,0.00048814018
