feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
500000,male,graduate,single,36,1
60000,male,highschool,married,49,0
50000,female,graduate,single,23,0
130000,male,highschool,single,43,1
260000,female,university,married,33,0
380000,male,highschool,married,53,0
360000,female,university,single,25,0
50000,male,highschool,married,54,0
50000,female,highschool,married,39,0
260000,female,graduate,married,44,1
80000,female,university,single,27,0
360000,female,graduate,single,25,1
290000,female,graduate,single,29,1
200000,male,graduate,single,39,0
140000,male,graduate,married,45,0
360000,male,graduate,married,38,1
50000,female,university,single,23,1
120000,male,university,single,25,0
100000,male,university,married,29,0
200000,female,university,married,28,0
90000,female,university,married,40,0
360000,male,graduate,single,36,1
150000,female,highschool,single,30,1
140000,male,graduate,single,29,0
200000,female,university,single,36,0
170000,female,university,married,37,0
30000,male,university,single,34,0
80000,female,graduate,single,27,0
280000,male,graduate,single,31,0
410000,female,graduate,married,31,0
450000,male,graduate,single,38,0
80000,male,university,single,36,0
360000,male,graduate,married,46,0
130000,female,graduate,married,36,0
160000,female,graduate,single,26,1
140000,female,highschool,single,57,1
240000,female,highschool,married,40,0
180000,female,highschool,other,45,0
70000,male,graduate,divorce,57,0
150000,female,university,single,25,0
210000,female,highschool,married,37,0
200000,female,graduate,married,35,0
310000,male,university,single,33,0
180000,male,graduate,married,38,0
300000,male,university,single,31,0
450000,female,graduate,single,41,0
200000,male,graduate,single,33,0
30000,female,university,married,67,1
400000,female,graduate,married,40,0
170000,male,graduate,single,33,0
140000,female,graduate,single,31,1
200000,female,university,single,35,0
60000,female,university,divorce,39,0
60000,male,university,single,27,1
150000,male,graduate,single,23,0
180000,male,highschool,married,54,1
50000,female,highschool,single,23,0
50000,male,highschool,single,24,0
20000,male,university,single,26,0
230000,female,university,single,52,1
110000,female,university,married,42,0
90000,female,graduate,single,36,0
20000,female,graduate,single,22,1
30000,female,graduate,single,23,0
220000,male,highschool,married,30,1
140000,female,highschool,single,24,1
300000,female,graduate,married,42,0
100000,male,university,married,49,0
110000,male,university,single,31,0
270000,female,highschool,single,33,0
30000,male,graduate,married,42,0
70000,male,highschool,single,41,0
230000,male,university,married,53,0
20000,male,university,single,23,0
190000,female,graduate,single,33,0
20000,female,university,married,29,0
80000,female,highschool,married,67,0
20000,male,highschool,married,33,1
60000,female,highschool,married,34,1
50000,male,university,married,49,0
280000,female,university,married,56,1
300000,male,graduate,married,42,0
30000,female,highschool,married,55,1
270000,female,university,married,25,0
100000,male,highschool,single,30,0
240000,male,university,single,43,1
200000,male,graduate,single,40,0
110000,female,graduate,single,35,0
230000,male,graduate,married,61,0
150000,female,university,married,44,1
350000,male,graduate,single,33,0
360000,male,other,married,66,0
150000,female,university,single,40,0
100000,male,highschool,single,47,0
500000,male,graduate,single,27,0
500000,male,graduate,single,35,0
180000,female,highschool,married,47,0
400000,female,highschool,married,39,0
100000,female,university,single,29,0
10000,male,university,married,32,0
60000,female,graduate,single,30,0
50000,female,graduate,single,25,1
80000,female,university,single,23,0
110000,female,university,married,43,0
410000,female,university,married,41,1
260000,female,university,married,40,0
30000,female,highschool,married,35,0
310000,female,graduate,single,28,0
70000,female,university,single,38,0
250000,male,graduate,single,31,0
210000,male,highschool,married,29,0
360000,male,university,married,41,1
50000,male,university,single,31,0
670000,male,graduate,single,29,0
130000,male,graduate,single,26,0
170000,male,graduate,married,42,0
30000,male,highschool,single,29,0
110000,male,graduate,married,50,0
210000,female,highschool,single,46,1
30000,female,university,single,24,1
260000,female,university,married,46,0
150000,female,highschool,single,28,0
20000,female,university,married,35,1
380000,female,graduate,married,40,0
200000,female,graduate,married,41,0
120000,female,university,married,47,0
80000,male,university,married,54,1
30000,female,university,single,33,0
110000,male,university,single,29,0
50000,female,highschool,married,44,0
90000,female,university,married,24,0
110000,male,graduate,single,33,0
50000,male,highschool,married,54,0
60000,male,graduate,single,27,0
150000,female,university,single,37,1
20000,male,graduate,single,24,0
140000,female,highschool,married,54,1
120000,female,university,married,34,0
200000,female,university,single,40,1
20000,male,university,single,30,1
50000,male,university,single,26,0
200000,female,university,married,41,0
100000,female,university,single,29,0
300000,male,graduate,married,38,0
500000,female,graduate,single,35,0
360000,female,university,married,52,0
160000,female,graduate,single,29,0
50000,female,university,single,23,1
230000,female,university,married,34,1
200000,female,university,single,34,0
270000,male,graduate,married,44,0
50000,female,university,married,36,0
20000,male,university,single,28,0
60000,female,university,single,31,0
50000,male,university,single,31,0
50000,male,university,married,41,0
130000,female,highschool,married,44,0
230000,female,highschool,single,47,0
20000,male,university,single,25,0
30000,female,graduate,single,25,0
200000,female,graduate,married,39,0
140000,female,university,married,24,0
100000,female,university,married,35,1
240000,male,university,married,32,1
70000,female,graduate,single,31,1
360000,male,graduate,single,33,0
140000,female,graduate,single,30,0
50000,male,university,married,52,0
210000,female,university,married,36,0
280000,male,graduate,single,30,0
180000,female,university,single,42,1
150000,female,graduate,single,30,0
20000,male,highschool,married,47,0
350000,female,university,married,29,0
130000,female,graduate,single,23,0
470000,male,highschool,married,39,0
340000,female,university,married,48,0
80000,male,university,single,26,0
70000,male,graduate,single,33,0
230000,female,university,married,44,0
180000,female,university,married,36,0
210000,female,university,married,39,0
20000,male,university,single,24,0
140000,female,university,single,25,0
200000,male,graduate,single,52,0
50000,female,highschool,married,59,0
80000,female,graduate,single,23,0
30000,female,highschool,single,48,0
140000,female,graduate,single,28,1
80000,male,highschool,married,62,0
220000,female,highschool,married,38,0
180000,female,graduate,single,32,0
140000,female,university,married,29,1
180000,male,university,single,25,1
50000,female,university,single,35,0
170000,female,university,single,27,0
50000,male,university,single,38,0
50000,male,university,single,24,0
300000,male,university,married,29,0
390000,female,graduate,single,27,0
90000,female,university,married,55,1
200000,female,graduate,single,29,0
460000,male,graduate,single,29,0
10000,male,university,single,23,0
20000,male,university,married,30,1
50000,female,university,married,50,0
480000,female,university,married,38,0
180000,female,graduate,single,24,0
240000,female,graduate,single,29,0
250000,male,graduate,single,38,0
270000,female,university,single,34,1
200000,male,graduate,married,37,0
100000,female,highschool,married,66,0
160000,female,graduate,married,39,0
80000,female,university,married,45,0
130000,male,university,married,44,0
340000,female,highschool,single,44,1
360000,male,graduate,married,36,0
120000,female,highschool,married,40,0
120000,male,graduate,single,29,0
300000,female,graduate,single,48,0
60000,female,university,single,23,0
210000,female,university,married,50,0
210000,female,university,married,29,1
70000,female,highschool,married,49,1
200000,male,university,married,33,0
230000,female,university,married,51,1
20000,male,highschool,married,23,1
210000,female,graduate,married,37,0
160000,female,highschool,single,26,0
290000,female,graduate,married,30,1
80000,female,highschool,married,26,0
360000,male,graduate,single,43,0
230000,male,graduate,single,32,0
360000,male,highschool,married,54,0
340000,female,graduate,married,30,0
50000,female,graduate,single,22,0
80000,male,university,single,38,0
50000,female,university,single,24,0
30000,female,graduate,single,24,0
210000,male,graduate,single,26,0
150000,female,university,married,42,1
20000,male,university,single,21,0
20000,male,highschool,single,22,1
240000,female,highschool,married,41,0
500000,female,university,married,50,0
90000,female,university,married,23,1
50000,male,highschool,single,46,0
50000,female,university,single,22,1
680000,male,graduate,single,37,0
50000,male,graduate,married,47,0
100000,female,university,married,40,0
