ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_NEXT_MONTH
154,280000,female,university,married,56,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,208775,182350,132257,101783,177145,169311,8042,6700,5137,100000,7000,6321,n
155,30000,female,high school,single,26,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,9014,10406,11427,11935,13084,14206,1700,1500,1000,1500,1500,1500,n
156,140000,male,graduate school,married,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,23944,28049,32073,43129,47086,48699,5000,5000,11885,5000,3000,5504,n
157,200000,female,graduate school,single,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,105420,102870,89643,90938,92505,94031,4000,3250,3250,3500,3560,5000,n
158,200000,female,high school,single,30,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,196031,196143,189524,167163,146975,122324,7300,7108,7680,6200,5000,4500,n
159,210000,male,high school,married,45,2 month delay,3 month delay,4 month delay,4 month delay,5 month delay,6 month delay,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,y
160,50000,male,high school,married,57,3 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,12854,12362,13447,13427,13711,14083,0,1600,500,500,600,600,n
161,30000,male,graduate school,single,41,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,24357,27453,26718,28168,27579,28321,3500,0,2200,0,1200,1250,n
162,50000,male,university,single,27,2 month delay,pay duly,pay duly,pay duly,pay duly,2 month delay,390,390,780,216,1080,540,390,780,216,864,0,390,n
163,290000,male,high school,married,47,pay duly,pay duly,pay duly,pay duly,use of revolving credit,pay duly,1234,396,396,792,396,423,396,396,792,0,423,369,n
164,250000,female,graduate school,married,34,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,141223,156858,151841,152803,155997,160220,17994,0,5469,5656,6811,3920,n
165,60000,female,university,married,46,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,n
166,110000,female,graduate school,single,27,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,n
167,370000,male,graduate school,single,50,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,n
168,100000,male,university,married,27,pay duly,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,102349,96847,58824,29336,22979,-246,3166,0,1330,1398,12,50000,n
169,90000,female,university,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,72112,73854,75526,77317,85852,88290,3500,3500,3652,10000,4000,0,n
170,50000,female,university,single,22,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,28040,29092,29366,27737,28318,28806,1510,1442,982,1017,1277,567,n
171,270000,male,university,single,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,37695,33397,30534,27598,26344,24641,5000,2000,3000,4000,3000,2000,n
172,300000,female,graduate school,single,30,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,n
173,50000,female,university,single,22,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,8567,15273,11650,7457,3115,7725,15000,1000,149,0,5000,10000,n
174,50000,female,graduate school,single,24,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,y
175,360000,male,graduate school,single,29,1 month delay,no consumption,pay duly,pay duly,no consumption,no consumption,0,0,77,0,0,0,0,77,0,0,0,0,n
176,130000,male,high school,married,56,1 month delay,2 month delay,2 month delay,2 month delay,2 month delay,3 month delay,64617,65978,67282,68557,72796,71345,3000,3000,3000,5500,0,0,y
177,80000,male,graduate school,single,30,no consumption,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,6187,100,600,1438,1919,5380,504,500,1000,500,3500,0,n
178,50000,male,university,single,30,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,n
179,20000,female,university,single,22,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,n
180,80000,female,university,married,29,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,77883,81811,80250,61467,10662,11486,5800,1000,600,400,1000,0,n
181,240000,male,graduate school,single,37,pay duly,pay duly,2 month delay,use of revolving credit,use of revolving credit,pay duly,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,n
182,80000,female,high school,single,35,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000,n
183,500000,female,graduate school,married,47,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,n
184,60000,female,university,married,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,y
185,20000,male,university,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,n
186,100000,female,university,married,38,1 month delay,2 month delay,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,y
187,360000,female,graduate school,single,32,1 month delay,pay duly,pay duly,pay duly,pay duly,pay duly,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,n
188,200000,female,high school,single,47,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,199436,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,y
189,130000,female,university,married,34,1 month delay,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,0,5396,10270,13576,13864,14636,5396,5000,3500,501,1000,2000,n
190,20000,female,university,single,31,1 month delay,5 month delay,4 month delay,4 month delay,3 month delay,2 month delay,21703,21087,21461,20835,20219,20487,0,1000,0,0,760,0,n
191,310000,male,graduate school,single,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,n
192,60000,female,graduate school,single,27,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,19625,20347,21669,23005,22499,22873,1342,1664,2000,0,900,846,y
193,180000,female,graduate school,single,29,pay duly,pay duly,pay duly,no consumption,pay duly,use of revolving credit,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,n
194,180000,female,graduate school,single,24,pay duly,pay duly,2 month delay,use of revolving credit,use of revolving credit,no consumption,14670,22087,21282,10200,0,0,37867,0,200,0,0,0,n
195,50000,male,university,married,36,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,n
196,50000,female,graduate school,single,24,1 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,y
197,150000,female,university,married,34,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,116,0,1500,0,0,116,0,1500,0,n
198,20000,female,graduate school,single,22,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,n
199,500000,female,graduate school,married,34,no consumption,no consumption,no consumption,pay duly,pay duly,pay duly,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,n
200,30000,female,high school,single,22,1 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,y
201,180000,female,graduate school,married,38,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,750,0,0,0,0,0,0,0,0,0,0,0,n
202,140000,male,graduate school,single,31,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,2 month delay,27123,27299,17985,20225,27407,10833,25000,0,3000,7800,0,2500,n
203,140000,female,graduate school,single,26,pay duly,use of revolving credit,pay duly,pay duly,pay duly,pay duly,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,n
204,120000,male,university,single,26,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,107314,110578,113736,116000,119131,122135,5000,5000,4152,5000,5000,5000,n
205,360000,female,university,married,48,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,n
206,20000,male,high school,married,43,pay duly,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,n
207,100000,male,graduate school,married,47,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,390,1473,390,390,390,0,1473,390,390,390,0,2380,n
208,210000,female,university,married,41,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,y
209,80000,female,university,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,y
210,330000,female,graduate school,married,50,pay duly,pay duly,pay duly,pay duly,no consumption,no consumption,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,n
211,220000,male,graduate school,single,24,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,n
212,210000,female,graduate school,married,38,1 month delay,no consumption,pay duly,use of revolving credit,pay duly,pay duly,0,0,250,123,789,1222,0,250,0,789,1222,9616,y
213,40000,female,high school,married,43,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,38257,38901,38103,36207,33138,31339,1700,1504,1200,1500,1500,1000,n
214,30000,male,university,single,39,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,28347,28108,18388,12992,7736,8032,3036,2309,0,1000,2000,148,n
215,470000,male,university,single,27,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,296573,303320,307843,479978,305145,309959,13000,11001,0,10484,10838,10367,n
